date,store_id,store_type,assortment,category,product,quantity,promo,promo2,customers,competition_distance
2025-12-18,1,a,c,Food,Bread,437,0,0,148,1200.5
2025-12-18,1,a,c,Food,Milk,503,0,0,148,1200.5
2025-12-18,1,a,c,Food,Eggs,488,1,0,148,1200.5
2025-12-19,1,a,c,Electronics,Laptop,98,1,0,167,1200.5
2025-12-19,1,a,c,Electronics,Smartphone,156,0,0,167,1200.5
2025-12-19,1,a,c,Electronics,Headphones,221,0,0,167,1200.5
2025-12-19,1,a,c,Clothing,T-Shirt,358,0,0,167,1200.5
2025-12-19,1,a,c,Clothing,Jeans,249,1,0,167,1200.5
2025-12-19,1,a,c,Clothing,Jacket,123,0,0,167,1200.5
2025-12-19,1,a,c,Food,Bread,436,0,0,167,1200.5
2025-12-19,1,a,c,Food,Milk,554,0,0,167,1200.5
2025-12-19,1,a,c,Food,Eggs,450,0,0,167,1200.5
2025-12-20,1,a,c,Electronics,Laptop,106,0,0,174,1200.5
2025-12-20,1,a,c,Electronics,Smartphone,188,0,0,174,1200.5
2025-12-20,1,a,c,Electronics,Headphones,284,0,0,174,1200.5
2025-12-20,1,a,c,Clothing,T-Shirt,429,0,0,174,1200.5
2025-12-20,1,a,c,Clothing,Jeans,224,0,0,174,1200.5
2025-12-20,1,a,c,Clothing,Jacket,147,0,0,174,1200.5
2025-12-20,1,a,c,Food,Bread,587,0,0,174,1200.5
2025-12-20,1,a,c,Food,Milk,585,0,0,174,1200.5
2025-12-20,1,a,c,Food,Eggs,547,1,0,174,1200.5
2025-12-21,1,a,c,Electronics,Laptop,114,1,0,183,1200.5
2025-12-21,1,a,c,Electronics,Smartphone,158,0,0,183,1200.5
2025-12-21,1,a,c,Electronics,Headphones,295,0,0,183,1200.5
2025-12-21,1,a,c,Clothing,T-Shirt,528,1,0,183,1200.5
2025-12-21,1,a,c,Clothing,Jeans,268,1,0,183,1200.5
2025-12-21,1,a,c,Clothing,Jacket,142,0,0,183,1200.5
2025-12-21,1,a,c,Food,Bread,578,0,0,183,1200.5
2025-12-21,1,a,c,Food,Milk,594,0,0,183,1200.5
2025-12-21,1,a,c,Food,Eggs,609,1,0,183,1200.5
2025-12-22,1,a,c,Electronics,Laptop,88,0,0,142,1200.5
2025-12-22,1,a,c,Electronics,Smartphone,158,0,0,142,1200.5
2025-12-22,1,a,c,Electronics,Headphones,261,0,0,142,1200.5
2025-12-22,1,a,c,Clothing,T-Shirt,355,0,0,142,1200.5
2025-12-22,1,a,c,Clothing,Jeans,221,0,0,142,1200.5
2025-12-22,1,a,c,Clothing,Jacket,156,1,0,142,1200.5
2025-12-22,1,a,c,Food,Bread,511,0,0,142,1200.5
2025-12-22,1,a,c,Food,Milk,583,0,0,142,1200.5
2025-12-22,1,a,c,Food,Eggs,379,0,0,142,1200.5
2025-12-23,1,a,c,Electronics,Laptop,87,0,0,148,1200.5
2025-12-23,1,a,c,Electronics,Smartphone,155,0,0,148,1200.5
2025-12-23,1,a,c,Electronics,Headphones,240,0,0,148,1200.5
2025-12-23,1,a,c,Clothing,T-Shirt,397,1,0,148,1200.5
2025-12-23,1,a,c,Clothing,Jeans,212,0,0,148,1200.5
2025-12-23,1,a,c,Clothing,Jacket,157,1,0,148,1200.5
2025-12-23,1,a,c,Food,Bread,443,0,0,148,1200.5
2025-12-23,1,a,c,Food,Milk,591,0,0,148,1200.5
2025-12-23,1,a,c,Food,Eggs,383,0,0,148,1200.5
2025-12-24,1,a,c,Electronics,Laptop,122,0,0,242,1200.5
2025-12-24,1,a,c,Electronics,Smartphone,234,1,0,242,1200.5
2025-12-24,1,a,c,Electronics,Headphones,344,0,0,242,1200.5
2025-12-24,1,a,c,Clothing,T-Shirt,554,1,0,242,1200.5
2025-12-24,1,a,c,Clothing,Jeans,269,0,0,242,1200.5
2025-12-24,1,a,c,Clothing,Jacket,175,0,0,242,1200.5
2025-12-24,1,a,c,Food,Bread,739,1,0,242,1200.5
2025-12-24,1,a,c,Food,Milk,737,0,0,242,1200.5
2025-12-24,1,a,c,Food,Eggs,625,0,0,242,1200.5
2025-12-25,1,a,c,Electronics,Laptop,132,0,0,246,1200.5
2025-12-25,1,a,c,Electronics,Smartphone,193,0,0,246,1200.5
2025-12-25,1,a,c,Electronics,Headphones,340,0,0,246,1200.5
2025-12-25,1,a,c,Clothing,T-Shirt,545,0,0,246,1200.5
2025-12-25,1,a,c,Clothing,Jeans,352,1,0,246,1200.5
2025-12-25,1,a,c,Clothing,Jacket,200,1,0,246,1200.5
2025-12-25,1,a,c,Food,Bread,745,1,0,246,1200.5
2025-12-25,1,a,c,Food,Milk,934,1,0,246,1200.5
2025-12-25,1,a,c,Food,Eggs,598,0,0,246,1200.5
2025-12-26,1,a,c,Electronics,Laptop,125,0,0,269,1200.5
2025-12-26,1,a,c,Electronics,Smartphone,253,1,0,269,1200.5
2025-12-26,1,a,c,Electronics,Headphones,356,0,0,269,1200.5
2025-12-26,1,a,c,Clothing,T-Shirt,510,0,0,269,1200.5
2025-12-26,1,a,c,Clothing,Jeans,267,0,0,269,1200.5
2025-12-26,1,a,c,Clothing,Jacket,182,0,0,269,1200.5
2025-12-26,1,a,c,Food,Bread,838,1,0,269,1200.5
2025-12-26,1,a,c,Food,Milk,847,1,0,269,1200.5
2025-12-26,1,a,c,Food,Eggs,677,1,0,269,1200.5
2025-12-27,1,a,c,Electronics,Laptop,147,0,0,170,1200.5
2025-12-27,1,a,c,Electronics,Smartphone,220,0,0,170,1200.5
2025-12-27,1,a,c,Electronics,Headphones,505,1,0,170,1200.5
2025-12-27,1,a,c,Clothing,T-Shirt,574,0,0,170,1200.5
2025-12-27,1,a,c,Clothing,Jeans,323,0,0,170,1200.5
2025-12-27,1,a,c,Clothing,Jacket,230,1,0,170,1200.5
2025-12-27,1,a,c,Food,Bread,786,0,0,170,1200.5
2025-12-27,1,a,c,Food,Milk,1142,1,0,170,1200.5
2025-12-27,1,a,c,Food,Eggs,703,0,0,170,1200.5
2025-12-28,1,a,c,Electronics,Laptop,171,1,0,186,1200.5
2025-12-28,1,a,c,Electronics,Smartphone,230,0,0,186,1200.5
2025-12-28,1,a,c,Electronics,Headphones,424,1,0,186,1200.5
2025-12-28,1,a,c,Clothing,T-Shirt,570,0,0,186,1200.5
2025-12-28,1,a,c,Clothing,Jeans,366,0,0,186,1200.5
2025-12-28,1,a,c,Clothing,Jacket,249,1,0,186,1200.5
2025-12-28,1,a,c,Food,Bread,721,0,0,186,1200.5
2025-12-28,1,a,c,Food,Milk,918,0,0,186,1200.5
2025-12-28,1,a,c,Food,Eggs,742,0,0,186,1200.5
2025-12-29,1,a,c,Electronics,Laptop,123,0,0,150,1200.5
2025-12-29,1,a,c,Electronics,Smartphone,224,0,0,150,1200.5
2025-12-29,1,a,c,Electronics,Headphones,334,0,0,150,1200.5
2025-12-29,1,a,c,Clothing,T-Shirt,481,0,0,150,1200.5
2025-12-29,1,a,c,Clothing,Jeans,379,1,0,150,1200.5
2025-12-29,1,a,c,Clothing,Jacket,185,0,0,150,1200.5
2025-12-29,1,a,c,Food,Bread,679,0,0,150,1200.5
2025-12-29,1,a,c,Food,Milk,823,0,0,150,1200.5
2025-12-29,1,a,c,Food,Eggs,558,0,0,150,1200.5
2025-12-30,1,a,c,Electronics,Laptop,144,1,0,153,1200.5
2025-12-30,1,a,c,Electronics,Smartphone,237,1,0,153,1200.5
2025-12-30,1,a,c,Electronics,Headphones,353,0,0,153,1200.5
2025-12-30,1,a,c,Clothing,T-Shirt,577,1,0,153,1200.5
2025-12-30,1,a,c,Clothing,Jeans,353,1,0,153,1200.5
2025-12-30,1,a,c,Clothing,Jacket,179,0,0,153,1200.5
2025-12-30,1,a,c,Food,Bread,715,0,0,153,1200.5
2025-12-30,1,a,c,Food,Milk,694,0,0,153,1200.5
2025-12-30,1,a,c,Food,Eggs,599,0,0,153,1200.5
2025-12-31,1,a,c,Electronics,Laptop,133,0,0,254,1200.5
2025-12-31,1,a,c,Electronics,Smartphone,223,0,0,254,1200.5
2025-12-31,1,a,c,Electronics,Headphones,344,0,0,254,1200.5
2025-12-31,1,a,c,Clothing,T-Shirt,515,0,0,254,1200.5
2025-12-31,1,a,c,Clothing,Jeans,297,0,0,254,1200.5
2025-12-31,1,a,c,Clothing,Jacket,211,1,0,254,1200.5
2025-12-31,1,a,c,Food,Bread,665,0,0,254,1200.5
2025-12-31,1,a,c,Food,Milk,725,0,0,254,1200.5
2025-12-31,1,a,c,Food,Eggs,611,0,0,254,1200.5
2026-01-01,1,a,c,Electronics,Laptop,47,1,0,108,1200.5
2026-01-01,1,a,c,Electronics,Smartphone,57,0,0,108,1200.5
2026-01-01,1,a,c,Electronics,Headphones,105,0,0,108,1200.5
2026-01-01,1,a,c,Clothing,T-Shirt,139,0,0,108,1200.5
2026-01-01,1,a,c,Clothing,Jeans,80,0,0,108,1200.5
2026-01-01,1,a,c,Clothing,Jacket,53,1,0,108,1200.5
2026-01-01,1,a,c,Food,Bread,214,1,0,108,1200.5
2026-01-01,1,a,c,Food,Milk,267,1,0,108,1200.5
2026-01-01,1,a,c,Food,Eggs,195,1,0,108,1200.5
2026-01-02,1,a,c,Electronics,Laptop,90,0,0,142,1200.5
2026-01-02,1,a,c,Electronics,Smartphone,153,0,0,142,1200.5
2026-01-02,1,a,c,Electronics,Headphones,307,1,0,142,1200.5
2026-01-02,1,a,c,Clothing,T-Shirt,349,0,0,142,1200.5
2026-01-02,1,a,c,Clothing,Jeans,254,1,0,142,1200.5
2026-01-02,1,a,c,Clothing,Jacket,117,0,0,142,1200.5
2026-01-02,1,a,c,Food,Bread,444,0,0,142,1200.5
2026-01-02,1,a,c,Food,Milk,521,0,0,142,1200.5
2026-01-02,1,a,c,Food,Eggs,502,1,0,142,1200.5
2026-01-03,1,a,c,Electronics,Laptop,133,1,0,191,1200.5
2026-01-03,1,a,c,Electronics,Smartphone,157,0,0,191,1200.5
2026-01-03,1,a,c,Electronics,Headphones,351,1,0,191,1200.5
2026-01-03,1,a,c,Clothing,T-Shirt,388,0,0,191,1200.5
2026-01-03,1,a,c,Clothing,Jeans,282,1,0,191,1200.5
2026-01-03,1,a,c,Clothing,Jacket,141,0,0,191,1200.5
2026-01-03,1,a,c,Food,Bread,548,0,0,191,1200.5
2026-01-03,1,a,c,Food,Milk,563,0,0,191,1200.5
2026-01-03,1,a,c,Food,Eggs,604,1,0,191,1200.5
2026-01-04,1,a,c,Electronics,Laptop,109,0,0,184,1200.5
2026-01-04,1,a,c,Electronics,Smartphone,222,1,0,184,1200.5
2026-01-04,1,a,c,Electronics,Headphones,270,0,0,184,1200.5
2026-01-04,1,a,c,Clothing,T-Shirt,520,1,0,184,1200.5
2026-01-04,1,a,c,Clothing,Jeans,294,1,0,184,1200.5
2026-01-04,1,a,c,Clothing,Jacket,127,0,0,184,1200.5
2026-01-04,1,a,c,Food,Bread,523,0,0,184,1200.5
2026-01-04,1,a,c,Food,Milk,618,0,0,184,1200.5
2026-01-04,1,a,c,Food,Eggs,497,0,0,184,1200.5
2026-01-05,1,a,c,Electronics,Laptop,109,1,0,157,1200.5
2026-01-05,1,a,c,Electronics,Smartphone,157,0,0,157,1200.5
2026-01-05,1,a,c,Electronics,Headphones,222,0,0,157,1200.5
2026-01-05,1,a,c,Clothing,T-Shirt,420,1,0,157,1200.5
2026-01-05,1,a,c,Clothing,Jeans,213,0,0,157,1200.5
2026-01-05,1,a,c,Clothing,Jacket,132,0,0,157,1200.5
2026-01-05,1,a,c,Food,Bread,455,0,0,157,1200.5
2026-01-05,1,a,c,Food,Milk,603,1,0,157,1200.5
2026-01-05,1,a,c,Food,Eggs,470,1,0,157,1200.5
